Event,Platform,User,Comments,Likes,Date,Sentiment,Emotion,Most Common Keyword
State of Play,Youtube,@MrOskaren,Yaaaay! Astro!!! Let's gooo!,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@connorscortex,"Almost 10 minutes talking about 1 game which is basically just another Overwatch clone, the biggest downfall of the PlayStation 5 is the lack of games",0,2 weeks ago,Negative,Fear,playstation
State of Play,Youtube,@nnoitora9439,"Too bad Astrobot is not a VR game, after Rescue Mission it's a shame to release new game on flat. No interested at all, give me VR-version",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@Knight_warrior_,And there is no support at all,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@biglebonski,Guess my next game is still gonna be gta 6.,0,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@chrisharmon1985,"The only thing interesting was infinity Nikki,silent hill, and astro bot.",1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@johnnybui2058,i definitely wont be playing concord,0,2 weeks ago,Negative,Fear,concord
State of Play,Youtube,@brain_jones,The new Silent Hill model looks strkingly similar to that woman (?) Shawn whatever.,0,2 weeks ago,Negative,Fear,Silent Hill
State of Play,Youtube,@khemistrytheredplanet,Why is the assumption that anything to do with a live service game is bad? Concord doesn't look bad at all... And i prefer single player action adventure over almost anything multiplayer. But why would a giant like PlayStation NOT try their hand at some GAAS IP's. They already know what their bread and butter is..,1,2 weeks ago,Negative,Fear,playstation
State of Play,Youtube,@deadshot634,"Garage…, they even ruined silent hill…",0,2 weeks ago,Negative,Sad,Silent Hill
State of Play,Youtube,@XxThatGuyOverTherex1,Why is the Palico speaking.,2,2 weeks ago,Negative,Fear,
State of Play,Youtube,@ChouaibBourahla-sg8mi,monster hunter is a chaos game,0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@TopFix,HERE'S YOUR GAMES BRO: astrobot,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@martinswalk,Eu vendi meu play5 e comprei um xbox Jogos com melhor custo-benefício,0,2 weeks ago,Positive,Happy,xbox
State of Play,Youtube,@user-qm5cq6jq6x,This new Mario game looks nice. ,1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@Reinaldaolivares,PlayStation network hagan un software donde puedan traducir discos de PlayStation 3,0,5 days ago,Negative,Fear,playstation
State of Play,Youtube,@karensusee5010,When are you gonna finally buy Pokémon and bring it to console  that would blow minds,0,2 weeks ago,Positive,Surprise,console
State of Play,Youtube,@ThePrecipice66,Hope you like live service games and JRPGs because you're out of luck if you don't.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Kingadamstar,I am so happy I am not a gamer right now.,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@machinainc5812,IMO Nothing really to be excited about. Apart from maybe Ragnarok on PC (already played on console). Very weak SoP,0,2 weeks ago,Negative,Sad,console
State of Play,Youtube,@nguyenphuc3161,Where is our bloodborne pc ?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Liliana-cl3qw,Well concord game 11 min in its on pc next gow pc great start for ps presentation right,0,2 weeks ago,Positive,Happy,gow
State of Play,Youtube,@Sky._-,Skip to 33:17 you’re welcome,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Ibogaman,33:40 is that ps5 pro? ,3,2 weeks ago,Positive,Happy,
State of Play,Youtube,@user-in3mx8tq3j,"I know even an ounce of originality is a lot to ask for these days, but Concord might be the most shamelessly derivative piece of media I've ever seen.",0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@dusermiginte4647,Arent all of these games also ob Xbox except astrobug?,0,2 weeks ago,Positive,Happy,xbox
State of Play,Youtube,@JabbatheHut5,Silent Hill 2?! How about Silent Hill  1 ?,0,2 weeks ago,Positive,Happy,Silent Hill
State of Play,Youtube,@GamerSims930,Until Dawn coming at fall?! I so excited ,0,2 weeks ago,Positive,Surprise,Until Dawn
State of Play,Youtube,@jagjeetsinghyt1,Interested in astro bot ,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@shogunfox7141,"I sound like Joey (from Friends) on Pyramid game show with Congress as a topic: PASS.....PASS.........UMMM, PASS..........PASS.....PASS.............PASS!!!",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@SCMabridged,"Astro Bot and Infinity Nikki were the only games that seemed even slightly interesting. Concord looks absolutely terrible, they should just trash the game now.",0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@4HYRULEM4STER,So glad jabba the hut could host this event,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Jab-Cajun91,"Sony, GET UP! GET THE F UP, Sony!!!!",1,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@BlueFlamer-vq1iv,PlayStation: so uh...you guys want some exclusive remasters from 2015? How bout some PS4 games in 8k!   (Sony slave whispers 8k isn't a thing the PS5 can do)   Playstation: ah  ...you kids want some interactive films?,0,1 day ago,Positive,Happy,playstation
State of Play,Youtube,@loufromdabx,Monster hunter looks incredible!! Concord ,0,2 weeks ago,Positive,Surprise,concord
State of Play,Youtube,@RobUnwraps,So the cinematic trailer wants to be a guardians of the galaxy rip off? Got it.,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@XW1NT3RXS0LD13RX,"skydance games? 20th century games? lol whats next miramax games? it seems movie studios are trying to get into the gaming industry, i guess if the cinema industry was so great they wouldnt have ventured into a totally different industry lol",0,2 weeks ago,Positive,Happy,skydance
State of Play,Youtube,@ShadowSkyHawk,Astro Bot stole the show.,0,2 weeks ago,Positive,Surprise,astro
State of Play,Youtube,@E-Zero900,14:16 sounds like Mario odyssey music,0,2 weeks ago,Positive,Happy,mario
State of Play,Youtube,@Hamza8349,Character designer could have focused more energy on creating cool character designs rather than activism and being embarrassed of his own skin colour. He did terrible character designs.,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@shuaili5334,so none of the games are made with unity,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@frankstorm7902,astrobot rulez.. seems to be a new mario aaa but in vr,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@Maleklum,is this some kind of out of season april's fool?,0,9 days ago,Positive,Happy,
State of Play,Youtube,@thesonicchannelrerun2057,Thanks for wasting our time,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@SamRobinson-lg3fi,"Silent Hill 2, Astrobot and that path of Exile couch co op game  everything else was just meh",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@hoplite1311,"Never saw a poorier State of Play,honor to Astro Bot.",0,2 weeks ago,Negative,Sad,astro
State of Play,Youtube,@SerRuzen,"I look forward to see the great Ps plus content you're promising, and not more irrelevant games such as SpongeBob Squarepants like this month.",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@marcel8330,I am hayped for astro bot ,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@McQueenLightning-zd7vz,Where is Kingdom Hearts 4?,0,2 weeks ago,Negative,Sad,Kingdom Hearts 4
State of Play,Youtube,@3dbob891,Why do sound and look 80% of all trailers like Elden Ring? Are they lacking so much creativity to come up with their own ideas? Plagiarism is for me the number one thing to sort out games I want to play from games I don't want to play. Lack of creativity always also shows in gameplay.,0,2 weeks ago,Negative,Fear,Elden Ring
State of Play,Youtube,@Michael_Afton40,Silent hill 2: Single-player Every other game showcased: Live-service ,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@erojzmmo2661,"The moment you nearly doubled PS plus while we're already dealing with horrible inflation is when you lost me PlayStation. Remember when playing online on a PlayStation was free? I do but now I'm done with consoles. We already pay for Internet and then again for the console, then again for the games and again for PS plus sub which you keep jacking the price up. Greedy bs.",0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@zalgradis6269,Games for gamers created by non-gamers in a nutshell,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@aganbraganca4156,please sony no more shooting games and online multiplayer i am tired of this,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@tehabi,So could someone tell me why Galactus destroyer of worlds was turned in a teenage girl. A nice one on tip of that?,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@kevinchavarria6810,Astro bot reminds me of sack boy,2,2 weeks ago,Negative,Fear,astro
State of Play,Youtube,@SomeRandomGuy369,Astro bot destroyed Mario. I think it destroyed every game ever period. Dynasty warriors was pretty epic too. Maybe that sundance game in vr. Everything else looks terrible. Sorry game devs.,0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@user-hp6oc7fn1d,Sony have a jewel in their crown and don't even know how to use it!  VR!   I wish I could speak to someone in their development department.  I can help them shift VR units!,0,13 days ago,Negative,Fear,sony
State of Play,Youtube,@makik9664,2 overwatch clone.. Very original..,2,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Manfrertt,"State Of PC .. Thanks Sony, I don't need to have a PS5 anymore ",2,2 weeks ago,Negative,Angry,sony
State of Play,Youtube,@Gangdump,"Sony- Jim Ryan is gone now. It’s okay, you can now run the company like a proper business.",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@MrBreakthompson,Concord is a game 10 years too late and looks like a Guardians of the Galaxy rip-off. A game truly made for all the wrong reasons.,1,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@stilianneznam5057,"Well i am going to say some games are cool other atliat the trying and maybe we will like it and also we see marvel game,silent hills and deadlock from valve and maybe others too a little interesting",0,2 weeks ago,Positive,Happy,Silent Hill
State of Play,Youtube,@kgblitz1294,"This was trash, I give it a D minus.",0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@kevinarevalo9997,is looking like is only Nintendo is trying to make video games now days. ,0,15 hours ago,Positive,Happy,
State of Play,Youtube,@Windingify,"if they continue down this path of boring multiplayer stuff, live service and such, the industry will fall apart. Everything looks and feels the same. Nice graphics ´cant cut it alone.",0,2 weeks ago,Positive,Happy,boring
State of Play,Youtube,@user-xc5ei9qo6o,Why silent Hill 2 has PS3 graphics?????,1,2 weeks ago,Positive,Happy,Silent Hill
State of Play,Youtube,@praisejeebus7544,"Not only have we oversaturated the game community with garbage pvp shooters, but increasing the price of ps+ but over 30% is absolutely disgusting. I and probably a dozen of my friends got rid of our subscriptions because of it. The state of play, is a state of failure.",1,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@user-xg5qk8fm4t,ASTROBOT - this is the BEST game!,1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@dusermiginte4647,"Lol what a joke. I sold my ps5 and bought a Xbox Series X, what an upgrade, and they have games.. You cant beat Game Pass!",0,2 weeks ago,Positive,Happy,xbox
State of Play,Youtube,@carlodimaandal,Just another random comment expressing disinterst for Concord.,1,2 weeks ago,Positive,Surprise,concord
State of Play,Youtube,@BengalaFraca,I swear i though I was watching an Xbox stream,1,2 weeks ago,Negative,Angry,xbox
State of Play,Youtube,@minus0ne-yT,"s0 nothing to play all summer! Got it, ill go touch grass.",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@elcanaldechris6350,HORRIBLE TODO  SOY USUARIO DE PLAY STATION Y HASTA AHORA NO SALIO NI UN JUEGO  QUE ME LLAME LA ATENCION,0,2 weeks ago,Negative,Fear,horrible
State of Play,Youtube,@paulrahul2035,basically valorant remastered,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@jonataswfs,WE DONT WANT FPS AND ONLINE GAMES ANYMORE SONY!!!!!,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@machinainc5812,Tired of “live services”. That Concord intro got me so excited for a narrative single player in space only to be let down by a Destiny PvP wannabe live service. ,0,2 weeks ago,Negative,Sad,concord
State of Play,Youtube,@PJWooperIsBack,I WANT PATAPON 4,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ITACHI9005,How about Devil May Cry 6!!,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@Oppositesleeper,And astrobot steals the show!,0,2 weeks ago,Positive,Surprise,astrobot
State of Play,Youtube,@Jitryuck-cu7qi,little nightmares 3?,0,2 weeks ago,Negative,Fear,Little Nightmares
State of Play,Youtube,@soerabajah9673,Can't wait for Marvel Overwatch ,0,2 weeks ago,Negative,Angry,Overwatch
State of Play,Youtube,@jojosullen4490,No marvel spider man 2 dlc,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@nik-v8pesboi625,"Please Sony, realize that you are the bad guy.",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@xacvhFAs,Only game I’m interested in is Silent Hill 2 remake everything else,1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@beeguyasai3549,"ok I entered and see like dislike ratio to be 48k/20k, I quit, save me 30 minutes of time, LOL",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@grzegorzka5898,Sigle player games rulez!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@PhantomGamerXYT,So no Spider-Man 2 a game people actually want to see wow how disappointing,0,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@ttank8082,Show was very meh until Silent Hill II and new Astro Bot,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@michaelfeldman6628,Yet another underwhelming series of announcements.,0,9 days ago,Positive,Happy,
State of Play,Youtube,@thesatanicflame,Astrobot best game. PERIOD.,0,2 weeks ago,Positive,Happy,game
